avg_sent_len,vocab_richness,burstiness,readability,avg_word_len,punct_ratio,stopword_ratio,True_Label,Predicted_Label,AI_Probability
17.5,0.4528301886792453,0.3090472345227857,55.84122500000001,5.002695417789758,0.0179104477535563,0.4609164420485175,0,1,0.6318476682127326
16.724137931034484,0.5364705882352941,0.2782053674462006,62.31529274004686,4.651764705882353,0.0208835341281592,0.4352941176470588,0,1,0.5059778649124977
22.9375,0.6077844311377245,0.4079465723168383,53.26772590361449,4.838323353293413,0.0150829562518436,0.4221556886227545,1,0,0.18326516033576348
17.0,0.4285714285714285,0.4778845839265515,56.45302513089007,4.706349206349207,0.0170633138675063,0.5185185185185185,1,0,0.4935138284232362
21.26315789473684,0.4569892473118279,0.361029917332788,43.23333616298814,5.266129032258065,0.0126689189135688,0.4408602150537634,0,1,0.7522788198535718
18.30434782608696,0.4420485175202156,0.2937311631854369,82.62170406732119,4.121293800539084,0.0224489795803831,0.5363881401617251,0,1,0.5436283519515059
17.825,0.326984126984127,0.362467789002061,58.79074823390897,4.728571428571429,0.0186021791074668,0.4873015873015873,0,1,0.5332533510087436
23.0,0.3796610169491525,0.2300653213940808,65.57360169491527,4.498305084745763,0.0150875075346484,0.4779661016949152,1,0,0.45642333566185156
30.153846153846157,0.4826589595375722,0.3972881442745815,33.55829670329672,5.066473988439307,0.011674898961978,0.4393063583815029,0,1,0.6578234722244604
18.09523809523809,0.3577712609970674,0.4601276215607989,66.93305150631686,4.231671554252199,0.0189291508821367,0.5513196480938416,1,0,0.06447650194145593
19.27777777777778,0.464968152866242,0.4962883850753059,54.51821428571432,4.691082802547771,0.0147219192940447,0.4777070063694267,1,0,0.22684299734620392
20.23076923076923,0.4893617021276595,0.3035639949753473,57.5656258148631,4.663829787234042,0.0159999999883636,0.5404255319148936,0,1,0.6850091280219095
20.272727272727277,0.5989583333333334,0.4787507219063679,48.0794517338332,5.067708333333333,0.0156895127863835,0.4270833333333333,0,1,0.679127147000933
29.444444444444443,0.4793388429752066,0.3304850309769056,50.267037037037056,4.809917355371901,0.0152460152354497,0.4834710743801653,1,0,0.3697886321081882
16.25925925925926,0.4038461538461538,0.4789235997722439,76.99151192288181,3.945054945054945,0.0239334026930627,0.5906593406593407,1,0,0.3500129628964289
