avg_sent_len,vocab_richness,burstiness,readability,avg_word_len,punct_ratio,stopword_ratio,True_Label,Predicted_Label,AI_Probability
22.9375,0.6077844311377245,0.4079465723168383,53.26772590361449,4.838323353293413,0.0150829562518436,0.4221556886227545,1,0,0.1832651603357634
18.09523809523809,0.3577712609970674,0.4601276215607989,66.93305150631686,4.231671554252199,0.0189291508821367,0.5513196480938416,1,0,0.0644765019414559
18.52173913043478,0.3666666666666666,0.3376856454929883,78.12566889632109,4.197435897435898,0.0174249757902105,0.5512820512820513,1,0,0.0999802288466725
23.42105263157895,0.3864229765013054,0.4286071185606578,64.79968918358891,4.375979112271541,0.0203987018913311,0.5065274151436031,1,0,0.1716135759393401
18.55,0.3550295857988165,0.3122382782023756,62.76713622291024,4.4733727810650885,0.0153358011552957,0.5059171597633136,1,0,0.1819385206942801
20.666666666666668,0.4447368421052631,0.3934765929848289,75.64548865619547,3.878947368421053,0.0154004106697123,0.5552631578947368,1,0,0.0267979107732392
30.666666666666668,0.3846153846153846,0.5437825057939109,65.00200803212851,4.28287841191067,0.0195397307774469,0.5508684863523573,1,0,0.0564948375952477
16.75,0.7213114754098361,0.4101083833975319,69.31034836065577,4.377049180327869,0.0179640718025027,0.4918032786885246,1,0,0.1754181490025296
24.529411764705884,0.4555555555555555,0.5254589891743879,51.32565072732902,4.841666666666667,0.0161141804714023,0.4694444444444444,1,0,0.1342712712755741
25.35,0.3951965065502183,0.2334675845158809,49.14879446640319,5.039301310043668,0.0147679324842588,0.4694323144104803,0,1,0.8772792107297611
17.0,0.4874551971326165,0.3901911288540982,78.87567669172935,4.168458781362007,0.0183126226171925,0.5412186379928315,1,0,0.071607341336078
38.8,0.4824561403508772,0.512724667231146,53.97592105263159,4.269005847953216,0.0197333333228088,0.5350877192982456,1,0,0.0451669963882948
19.379310344827587,0.4442190669371196,0.3153640920322749,55.85909090909095,4.685598377281948,0.0182695622136264,0.4807302231237322,0,1,0.8071943052919079
23.85,0.3761904761904762,0.4936694973623552,57.06212410926369,4.416666666666667,0.0216560509462182,0.5380952380952381,1,0,0.1788556502967678
12.413793103448276,0.4675324675324675,0.5205647036266202,86.18487012987015,3.821428571428572,0.0317357512747825,0.5487012987012987,0,1,0.8422369975185671
23.53846153846154,0.5143884892086331,0.2435462757171413,54.66444168734495,4.654676258992806,0.0154798761514056,0.5143884892086331,0,1,0.8629913458065807
21.428571428571427,0.5899280575539568,0.3241398723706251,55.21525179856116,4.741007194244604,0.0110974105905087,0.4676258992805755,1,0,0.1038504516616951
15.75,0.5475113122171946,0.4732714466454819,80.46767343708785,4.090497737556561,0.0212044104994025,0.4932126696832579,1,0,0.0868647930597495
20.782608695652176,0.3551401869158878,0.507234795316473,81.20885615603414,3.848130841121496,0.0220346929104384,0.5747663551401869,1,0,0.1818110664675237
20.40909090909091,0.3969849246231156,0.3817309378893015,67.70161465400274,4.464824120603015,0.017613386165736,0.5125628140703518,1,0,0.153577898112818
16.2,0.4405286343612334,0.3034124683682305,81.90462261380324,4.11453744493392,0.0127118643960068,0.5418502202643172,1,0,0.0065754623300403
19.05,0.3935389133627019,0.3182137169682824,52.10500000000002,4.939794419970632,0.0196220930185023,0.5022026431718062,0,1,0.9100794875785648
